Postalcode,Borough,Neighborhood,City,Latitude,Longitude,IsDuplicate,Total Venues,1st Most Common Label,2nd Most Common Label,3rd Most Common Label,4th Most Common Label,5th Most Common Label,6th Most Common Label,7th Most Common Label,8th Most Common Label,9th Most Common Label,10th Most Common Label,Median Rent Studio,Median Rent 1 Bedroom,Median Rent 2 Bedrooms,Median Rent 3 Bedrooms,Median Rent Studio in USD,Median Rent 1 Bedroom in USD,Median Rent 2 Bedrooms in USD,Median Rent 3 Bedrooms in USD,innerouter,Proximity,Normalized Median Rent Studio in USD,Normalized Median Rent 1 Bedroom in USD,Normalized Median Rent 2 Bedrooms in USD,Normalized Median Rent 3 Bedrooms in USD,Normalized Proximity,Normalized Total Venues
H4P,Mount Royal,Mount Royal South,Montreal,45.49538030000008,-73.66204946599998,False,39.0,Dining and Lunching,Retail,Travel and Transportation,Arts and Entertainment,Bar,Food and Beverage Retail,Business and Professional Services,Community and Government,Education,Event,817.0,937.0,1072.0,1160.0,817.0,937.0,1072.0,1160.0,outer,8.557996910388,0.7925569542970723,-0.3420756414551209,-0.27502043967437895,-0.7532953511014291,-0.2829525079318574,0.0002466858661970618
H7P,Laval,Fabreville,Montreal,45.57739623400005,-73.80037636099996,False,15.0,Dining and Lunching,Retail,Travel and Transportation,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,771.0,969.0,1202.0,1378.0,771.0,969.0,1202.0,1378.0,outer,20.676617621246287,0.2963135505801062,-0.08711892052331628,0.4884705761204138,0.1501427422379292,1.4991285696050127,-0.722049530358574
H8P,LaSalle,LaSalle South,Montreal,45.42494413400004,-73.60743661699996,False,14.0,Food and Beverage Retail,Dining and Lunching,Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,800.0,952.0,938.0,1394.0,800.0,952.0,938.0,1394.0,outer,10.212914154445714,0.6091626529234109,-0.2225646785183375,-1.0620034867243962,0.2164501252353133,-0.03959175130035083,-0.7521452060346061
H9P,Dorval,Outskirts South,Montreal,45.47077647200007,-73.77583330399995,False,4.0,Travel and Transportation,Business and Professional Services,Retail,Arts and Entertainment,Bar,Community and Government,Dining and Lunching,Education,Event,Financial Service,748.0,938.0,1093.0,1307.0,748.0,938.0,1093.0,1307.0,outer,17.83206849783538,0.04819184872162319,-0.334108243926002,-0.1516872755844509,-0.1440962698129627,1.080828724440897,-1.0531019627949274
H1R,Saint-Léonard,Saint-Léonard West,Montreal,45.58631578400008,-73.60812039499996,False,7.0,Retail,Arts and Entertainment,Dining and Lunching,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,729.0,865.0,955.0,1227.0,729.0,865.0,955.0,1227.0,outer,9.581125775559057,-0.1567782528136454,-0.9157282635516814,-0.9621623538896924,-0.47563318479988315,-0.13249820838690704,-0.9628149357668311
H2R,Villeray,Villeray South,Montreal,45.53983477300005,-73.62239358799997,False,100.0,Dining and Lunching,Food and Beverage Retail,Bar,Retail,Arts and Entertainment,Landmarks and Outdoors,Office,Business and Professional Services,Community and Government,Education,663.0,856.0,975.0,1172.0,663.0,856.0,975.0,1172.0,outer,6.339896950368598,-0.8687796581466837,-0.9874348413137514,-0.8447021976135705,-0.703564813853391,-0.6091310443468247,1.836082902104157
H3R,Mount Royal,Mount Royal Central,Montreal,45.51061649300004,-73.64803998199994,False,26.0,Dining and Lunching,Retail,Arts and Entertainment,Food and Beverage Retail,Landmarks and Outdoors,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,817.0,973.0,1072.0,1160.0,817.0,973.0,1072.0,1160.0,outer,7.332382474533733,0.7925569542970723,-0.0552493304068407,-0.27502043967437895,-0.7532953511014291,-0.4631829439364204,-0.3909970979222206
H4R,Saint-Laurent,Saint-Laurent Center 3,Montreal,45.50595590400008,-73.71500949699998,False,11.0,Retail,Dining and Lunching,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,712.0,1093.0,1486.0,1512.0,712.0,1093.0,1486.0,1512.0,outer,12.567790867966755,-0.3401725541873068,0.9008383730874266,2.1564047952413454,0.705467074841021,0.3067002344978285,-0.8424322330627025
H7R,Laval,Laval-sur-le-Lac,Montreal,45.52098601382271,-73.70553651531485,True,37.0,Dining and Lunching,Food and Beverage Retail,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,640.0,911.0,1194.0,1291.0,640.0,911.0,1194.0,1291.0,outer,11.898244417875258,-1.1169013600051667,-0.5492279772122122,0.44148651360996505,-0.2104036528103468,0.20824133494905836,-0.059944665485867195
H8R,LaSalle & co,"LaSalle, Ville Saint-Pierre",Montreal,45.42867703900004,-73.64684077499999,False,11.0,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Landmarks and Outdoors,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,658.0,879.0,1126.0,1403.0,658.0,879.0,1126.0,1403.0,outer,11.483362960017386,-0.9227191585507017,-0.8041846981440168,0.04212198227115036,0.25374802817134184,0.14723171899441725,-0.8424322330627025
H9R,Pointe-Claire,North Central South,Montreal,45.46000579100007,-73.81187171299996,False,18.0,Retail,Dining and Lunching,Travel and Transportation,Bar,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Business and Professional Services,Community and Government,Education,830.0,1279.0,1658.0,1511.0,830.0,1279.0,1658.0,1511.0,outer,20.86061545262804,0.9327996553475192,2.3827743135035413,3.1665621392159946,0.7013228634036844,1.526186026178387,-0.6317625033304777
H1S,Saint-Léonard,Saint-Léonard South,Montreal,45.58160283700005,-73.58183580599996,False,28.0,Dining and Lunching,Travel and Transportation,Retail,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,729.0,1158.0,1401.0,1296.0,729.0,1158.0,1401.0,1296.0,outer,8.366330059642383,-0.1567782528136454,1.4187192124801549,1.6571991310678273,-0.18968259562366427,-0.31113771778819077,-0.3308057465701563
H2S,Petite-Patrie,Petite-Patrie South,Montreal,45.53480009200007,-73.60581432799995,False,100.0,Dining and Lunching,Food and Beverage Retail,Bar,Retail,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,Financial Service,664.0,884.0,873.0,1145.0,664.0,884.0,873.0,1145.0,outer,4.954001231037726,-0.8579917580658801,-0.7643477104984223,-1.4437489946217925,-0.8154585226614767,-0.8129313443798123,1.836082902104157
H3S,Côte-des-Neiges,Côte-des-Neiges North,Montreal,45.50593383600005,-73.63024982799993,False,47.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Landmarks and Outdoors,Sports and Recreation,Business and Professional Services,Community and Government,777.0,1067.0,1217.0,1448.0,777.0,1067.0,1217.0,1448.0,outer,5.948785275867259,0.3610409510649279,0.6936860373303354,0.5765656933275053,0.4402375428514846,-0.6666452393168917,0.24101209127445408
H4S,Saint-Laurent,Saint-Laurent West,Montreal,45.48527315900003,-73.74554089599997,False,7.0,Business and Professional Services,Food and Beverage Retail,Office,Retail,Arts and Entertainment,Bar,Community and Government,Dining and Lunching,Education,Event,748.0,938.0,1093.0,1307.0,748.0,938.0,1093.0,1307.0,outer,15.180519627616155,0.04819184872162319,-0.334108243926002,-0.1516872755844509,-0.1440962698129627,0.6909101701331365,-0.9628149357668311
H7S,Laval,Northeast Chomedey,Montreal,45.57155277545262,-73.72931293757934,False,50.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Bar,Business and Professional Services,Landmarks and Outdoors,Arts and Entertainment,Community and Government,Education,677.0,937.0,880.0,1179.0,677.0,937.0,880.0,1179.0,outer,15.346110869325015,-0.7177490570154331,-0.3420756414551209,-1.4026379399251498,-0.6745553337920355,0.7152608801269551,0.3312991183025505
H8S,Lachine,Lachine South,Montreal,45.44060703700006,-73.67347004799996,False,15.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Business and Professional Services,Travel and Transportation,Bar,Community and Government,Education,Event,736.0,871.0,1115.0,1296.0,736.0,871.0,1115.0,1296.0,outer,12.019537512448375,-0.08126295224802013,-0.8679238783769679,-0.022481103680716718,-0.18968259562366427,0.22607786386038634,-0.722049530358574
H9S,Pointe-Claire,"Dorval, L'Île-Dorval",Montreal,45.44249702300005,-73.74839426599993,False,36.0,Dining and Lunching,Retail,Travel and Transportation,Landmarks and Outdoors,Food and Beverage Retail,Bar,Arts and Entertainment,Business and Professional Services,Community and Government,Education,748.0,938.0,1093.0,1307.0,748.0,938.0,1093.0,1307.0,outer,16.87830523218491,0.04819184872162319,-0.334108243926002,-0.1516872755844509,-0.1440962698129627,0.9405748532521935,-0.09004034116189932
H1T,Rosemont,Rosemont North,Montreal,45.57623816300003,-73.56983111499994,False,12.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,845.0,1206.0,1402.0,1193.0,845.0,1206.0,1402.0,1193.0,outer,7.586126703428047,1.0946181565595734,1.8011542938778617,1.6630721388816334,-0.6165363736693243,-0.42586906147110193,-0.8123365573866704
H2T,Plateau Mont-Royal,Plateau Mont-Royal West,Montreal,45.52438057900008,-73.59509989099996,False,100.0,Dining and Lunching,Retail,Bar,Food and Beverage Retail,Business and Professional Services,Arts and Entertainment,Landmarks and Outdoors,Community and Government,Education,Event,942.0,1250.0,1076.0,1385.0,942.0,1250.0,1076.0,1385.0,outer,3.6282953348726905,2.1410444643975235,2.1517197851590932,-0.2515284084191545,0.17915222229928474,-1.007880542667531,1.836082902104157
H3T,Côte-des-Neiges & co,"Côte-des-Neiges, Université de Montréal",Montreal,45.50303497900006,-73.61837095699997,False,72.0,Dining and Lunching,Retail,Food and Beverage Retail,Bar,Travel and Transportation,Landmarks and Outdoors,Arts and Entertainment,Sports and Recreation,Business and Professional Services,Community and Government,777.0,1075.0,1217.0,1448.0,777.0,1075.0,1217.0,1448.0,outer,5.053409088679817,0.3610409510649279,0.7574252175632866,0.5765656933275053,0.4402375428514846,-0.7983131080071102,0.9934039831752572
H4T,Saint-Laurent,Saint-Laurent South,Montreal,45.48159960800007,-73.69464962899997,False,13.0,Dining and Lunching,Travel and Transportation,Arts and Entertainment,Business and Professional Services,Bar,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,757.0,1141.0,1396.0,1721.0,757.0,1141.0,1396.0,1721.0,outer,11.385642869119591,0.14528294944885567,1.2832734544851336,1.6278340919987968,1.5716072652443507,0.13286167400009632,-0.7822408817106382
H7T,Laval,Northwest Chomedey,Montreal,45.55703972900005,-73.77122234699993,False,16.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Landmarks and Outdoors,Bar,Business and Professional Services,Community and Government,Education,771.0,969.0,1202.0,1378.0,771.0,969.0,1202.0,1378.0,outer,17.774404326758226,0.2963135505801062,-0.08711892052331628,0.4884705761204138,0.1501427422379292,1.0723490277344583,-0.6919538546825419
H8T,Lachine,Lachine North,Montreal,45.45202468600007,-73.70769984399993,False,10.0,Retail,Travel and Transportation,Business and Professional Services,Office,Arts and Entertainment,Bar,Community and Government,Dining and Lunching,Education,Event,736.0,871.0,1115.0,1296.0,736.0,871.0,1115.0,1296.0,outer,13.559713795337455,-0.08126295224802013,-0.8679238783769679,-0.022481103680716718,-0.18968259562366427,0.45256560329004225,-0.8725279087387346
H1V,Maisonneuve,Maisonneuve,Montreal,45.55694237800003,-73.53961133199994,False,54.0,Dining and Lunching,Retail,Arts and Entertainment,Food and Beverage Retail,Landmarks and Outdoors,Bar,Travel and Transportation,Sports and Recreation,Business and Professional Services,Community and Government,738.0,897.0,1022.0,1149.0,738.0,897.0,1022.0,1149.0,outer,5.464054938061875,-0.05968715208641291,-0.6607715426198767,-0.5686708303646838,-0.7988816769121306,-0.737926351526059,0.451681821006679
H2V,Outremont,Outremont,Montreal,45.51230187200008,-73.60322524499998,False,48.0,Dining and Lunching,Landmarks and Outdoors,Food and Beverage Retail,Retail,Arts and Entertainment,Bar,Community and Government,Business and Professional Services,Education,Event,942.0,1196.0,1076.0,1506.0,942.0,1196.0,1076.0,1506.0,outer,3.846708345302053,2.1410444643975235,1.721480318586673,-0.2515284084191545,0.680601806217002,-0.9757622263788399,0.2711077669504862
H3V,Côte-des-Neiges,Côte-des-Neiges East,Montreal,45.49603490000004,-73.61211260699997,False,47.0,Dining and Lunching,Food and Beverage Retail,Retail,Travel and Transportation,Landmarks and Outdoors,Bar,Arts and Entertainment,Education,Business and Professional Services,Community and Government,748.0,1121.0,1388.0,1940.0,748.0,1121.0,1388.0,1940.0,outer,4.742387161505057,0.04819184872162319,1.1239255039027558,1.580850029488348,2.4791895700210453,-0.8440498551453853,0.24101209127445408
H4V,Côte Saint-Luc,Côte Saint-Luc East,Montreal,45.46723276400007,-73.64860464599997,False,22.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,752.0,1027.0,1213.0,1492.0,752.0,1027.0,1213.0,1492.0,outer,8.707947624865884,0.09134344904483763,0.37499013616557964,0.5530736620722809,0.6225828460942908,-0.2609017863844178,-0.5113798006263491
H7V,Laval,East Chomedey,Montreal,45.54608155300008,-73.73691031599998,False,11.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,640.0,911.0,1194.0,1291.0,640.0,911.0,1194.0,1291.0,outer,14.857380213831524,-1.1169013600051667,-0.5492279772122122,0.44148651360996505,-0.2104036528103468,0.6433915086904217,-0.8424322330627025
H1W,Hochelaga,Hochelaga,Montreal,45.543895690000056,-73.54659521899998,False,53.0,Dining and Lunching,Retail,Food and Beverage Retail,Bar,Landmarks and Outdoors,Arts and Entertainment,Travel and Transportation,Business and Professional Services,Community and Government,Education,577.0,769.0,1041.0,1206.0,577.0,769.0,1041.0,1206.0,outer,3.938726044125158,-1.7965390650957942,-1.6805984263470952,-0.457083681902368,-0.5626616249839498,-0.9622307359738128,0.42158614533064687
H2W,Plateau Mont-Royal,Plateau Mont-Royal Center 2,Montreal,45.51633292400004,-73.58152211899994,False,100.0,Dining and Lunching,Bar,Retail,Arts and Entertainment,Business and Professional Services,Food and Beverage Retail,Landmarks and Outdoors,Community and Government,Sports and Recreation,Travel and Transportation,1012.0,1250.0,1306.0,1792.0,1012.0,1250.0,1306.0,1792.0,outer,2.2874903751119873,2.8961974700537763,2.1517197851590932,1.099263388756248,1.8658462772952424,-1.2050501054805838,1.836082902104157
H3W,Côte-des-Neiges,Côte-des-Neiges South,Montreal,45.48989138900004,-73.63204346599997,False,72.0,Dining and Lunching,Retail,Travel and Transportation,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,724.0,1011.0,1237.0,1486.0,724.0,1011.0,1237.0,1486.0,outer,6.4362157208727675,-0.21071775321766345,0.2475117756996773,0.6940258496036272,0.5977175774702718,-0.5949670678991337,0.9934039831752572
H4W,Côte Saint-Luc,Côte Saint-Luc West,Montreal,45.46564442700003,-73.67485042699997,False,4.0,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,757.0,1141.0,1396.0,1721.0,757.0,1141.0,1396.0,1721.0,outer,10.581870271368054,0.14528294944885567,1.2832734544851336,1.6278340919987968,1.5716072652443507,0.014664399634355209,-1.0531019627949274
H7W,Laval,South Chomedey,Montreal,45.53365967400004,-73.76565796299997,False,11.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,771.0,969.0,1202.0,1378.0,771.0,969.0,1202.0,1378.0,outer,16.745898671026833,0.2963135505801062,-0.08711892052331628,0.4884705761204138,0.1501427422379292,0.9211040543212459,-0.8424322330627025
H9W,Beaconsfield,Beaconsfield,Montreal,45.43083949300007,-73.86849214199998,False,4.0,Dining and Lunching,Arts and Entertainment,Landmarks and Outdoors,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,779.0,1023.0,1207.0,1341.0,779.0,1023.0,1207.0,1341.0,outer,26.059525858452325,0.3826167512265351,0.343120546049104,0.5178356151894443,-0.0031930809435215084,2.2907020613842466,-1.0531019627949274
